dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,1,0.006078640930354595,0.05000000074505806,2.847208309173584,2.7452105045318604,0.5099890768527985,0.10625,2.4412734746932983,0.3,0.3,0.2533333333333333,0.2386496265172736,0.23864962651727356
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,2,0.012459182180464268,0.10000000149011612,2.3071473836898804,2.23167964220047,0.3773387551307678,0.425,1.9667211532592774,0.5125,0.5125,0.48,0.4231667946035057,0.42316679460350565
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,3,0.019244469702243805,0.15000000596046448,1.8728130102157592,1.7713518619537354,0.5073058657348156,0.63125,1.5472730994224548,0.6875,0.6875,0.6666666666666667,0.6514760938211268,0.6514760938211268
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,4,0.02653130702674389,0.20000000298023224,1.461999249458313,1.371238100528717,0.4538057804107666,0.775,1.190716516971588,0.79375,0.79375,0.78,0.7601080392750135,0.7601080392750135
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,5,0.03444068133831024,0.25,1.1213627219200135,1.0379238784313203,0.4171942323446274,0.85625,0.9018563985824585,0.88125,0.8812500000000001,0.8733333333333333,0.8716274051026374,0.8716274051026373
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,6,0.04303066432476044,0.30000001192092896,0.8449073195457458,0.7740482687950134,0.35429529249668124,0.91875,0.6826119482517242,0.89375,0.89375,0.8866666666666667,0.8850491613649509,0.8850491613649509
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,7,0.052291885018348694,0.3499999940395355,0.6804291367530823,0.578732144832611,0.508484960347414,0.925,0.524549925327301,0.90625,0.90625,0.9,0.8975804896857529,0.8975804896857529
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,8,0.06222591549158096,0.4000000059604645,0.5085489004850388,0.43870591521263125,0.3492149345576763,0.9375,0.4166882514953613,0.90625,0.90625,0.9,0.8975804896857529,0.8975804896857529
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,9,0.07283544540405273,0.44999998807907104,0.43624151945114137,0.3451978415250778,0.4552183963358402,0.95,0.3444539710879326,0.9125,0.9125,0.9066666666666666,0.9011417432470064,0.9011417432470064
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,10,0.08417747914791107,0.5,0.37349127531051635,0.28036408722400663,0.46563594192266466,0.9625,0.29417865723371506,0.93125,0.93125,0.9266666666666666,0.9306030227082859,0.9306030227082858
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,11,0.09610318392515182,0.550000011920929,0.3176435485482216,0.2328552260994911,0.4239416070282459,0.99375,0.25909013897180555,0.9625,0.9625,0.96,0.9617650263766834,0.9617650263766834
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,12,0.10872730612754822,0.6000000238418579,0.2805128306150436,0.19795048385858535,0.41281171441078185,0.99375,0.23345290273427963,0.925,0.925,0.92,0.9204010025062657,0.9204010025062657
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,13,0.12200268357992172,0.6499999761581421,0.26463223695755006,0.17253196984529495,0.4605013497173786,0.9875,0.21466883271932602,0.925,0.925,0.92,0.9204010025062657,0.9204010025062657
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,14,0.1361050009727478,0.699999988079071,0.2645544111728668,0.1526464119553566,0.5595399886369705,0.99375,0.19940061271190643,0.925,0.925,0.92,0.9204010025062657,0.9204010025062657
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,15,0.15075689554214478,0.75,0.2143055833876133,0.13505366444587708,0.39625959321856496,0.99375,0.18772469237446784,0.93125,0.93125,0.9266666666666666,0.9250530171582803,0.9250530171582803
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,16,0.16651798784732819,0.800000011920929,0.2133663162589073,0.11975295096635818,0.4680668354034424,0.99375,0.1775698743760586,0.9375,0.9375,0.9333333333333333,0.9361895788063509,0.936189578806351
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,17,0.1825324296951294,0.8500000238418579,0.20205508917570114,0.1077204417437315,0.4716732256114483,0.99375,0.1698747269809246,0.94375,0.94375,0.94,0.9416510025062657,0.9416510025062657
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,18,0.19969551265239716,0.8999999761581421,0.1716094434261322,0.09644532948732376,0.37582056820392606,0.99375,0.16327303536236287,0.95625,0.95625,0.9533333333333334,0.9558555479608111,0.955855547960811
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,19,0.217327281832695,0.949999988079071,0.15852715969085693,0.08817103579640388,0.3517806142568588,1.0,0.15766874700784683,0.95,0.95,0.9466666666666667,0.9489773025915171,0.948977302591517
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,20,0.2359398752450943,1.0,0.14106530174613,0.07838512510061264,0.3134008824825287,0.99375,0.1545394778251648,0.94375,0.94375,0.94,0.9416510025062657,0.9416510025062657
salinas,spectral_qnn_residualsafe_gated_supcon,10,3,21,0.2434525042772293,1.0,0.15532936304807662,0.07308727204799652,0.41121045127511024,0.99375,0.15204235427081586,0.94375,0.94375,0.94,0.943734335839599,0.9437343358395989
